BookAuthor,BookTitle,ISBN,Price,Publisher,YearOfPublication
Julie Aigner-Clark,Baby Einstein: Language Nursery (Baby Einstein Books),0786808101,13,Baby Einstein Company,2001
Julie Aigner-Clark,Baby Einstein: Mirror Me! (Baby Einstein),0786808438,9,Baby Einstein Company,2002
Julie Aigner-Clark,Baby Einstein: Poems for Little Ones (Baby Einstein Books),0786808071,10,Baby Einstein Company,2001
Julie Aigner-Clark,Baby Einstein: See and Spy Counting (Baby Einstein Books),078680808X,8,Baby Einstein Company,2001
Julie Aigner-Clark,Baby Einstein: See and Spy Shapes (Baby Einstein Books),0786808098,10,Baby Einstein Company,2001
Julie Anne Peters,B.J.'s Billion-Dollar Bet (An Avon Camelot Book),0380724995,8,Harpercollins Juvenile Books,1995
Julie Beard,A Dance in Heather,0515118737,12,Jove Books,1996
Julie Bick,ALL I REALLY NEED TO KNOW IN BUSINESS I LEARNED AT MICROSOFT,0671009141,8,Pocket,1998
Julie Burchill,"\Time Out\"" Book of London Short Stories (\""Time Out\"" Guides)""",0140230858,9,Penguin Books Ltd,1993
Julie Burchill,AmbiciÃ³n,8466200568,9,Libsa,2000
Julie Burchill,Ambition,0370312929,8,Random House of Canada Ltd,1989
Julie Caille,A Mother's Heart (Zebra Holiday Regency Romance),0821737562,9,Kensington Pub Corp (Mm),1992
Julie Caille,An Impetuous Bride (Zebra Regency Romance),0821743392,9,Zebra Books,1993
Julie Collings,Beadlings: How to Make Beaded Creatures & Creations,157054476X,11,Klutz Press,2000
Julie Cuccia-Watts,Ancestral Path Tarot,0880791411,11,U.S. Games Systems,1995
Julie E. Czerneda,A Thousand Words for Stranger (Daw Book Collectors),0886777690,12,Daw Books,1997
Julie E. Czerneda,Beholder's Eye (Web Shifters),0886778182,13,Daw Books,1998
Julie Elizabeth Leto,Brazen & Burning  (Bad Girls Club),0373691203,11,Harlequin,2003
Julie Ellis,A Daughter's Promise,0821728067,8,Zebra Books,1989
Julie Ellis,A Daughter's Promise,0877959544,11,Arbor House Pub Co,1988
Julie Ellis,Best Friends,0708943713,8,Ulverscroft Large Print,2001
Julie Garwood,A Girl Named Summer,067102342X,12,Simon Pulse,1998
Julie Garwood,"A Girl Named Summer (Wildfire, No 79)",059033770X,10,Scholastic Paperbacks,1986
Julie Harrell,A Woman's Guide to Bikes and Biking (Cycling Resources),1892495112,13,Van Der Plas Publications,1999
Julie Hasler,500 Cross Stitch Charted Designs,0715300784,11,Sterling Pub Co Inc,1994
JULIE JOHNSTON,Adam and Eve and Pinch-me,0140375880,10,Puffin Books,1995
JULIE JOHNSTON,Adam and Eve and Pinch-me,1895555620,12,Lester Pub,1994
Julie Kenner,Aphrodite's Flame,0505525755,12,Love Spell,2004
Julie Kenner,Aphrodite's Kiss (Time of Your Life),0505524384,12,Dorchester Publishing Company,2001
Julie Kenner,Aphrodite's Passion (Aphrodite),0505524740,12,Love Spell,2002
Julie Kenner,Aphrodite's Secret,0505525097,9,Love Spell,2003
Julie Kistler,"50 Ways To Lure Your Lover  (Real Men) (Harlequin Love & Laughter, 65)",0373440650,10,Harlequin,1999
Julie Kistler,"Always A Bridesmaid (Harlequin American Romance, No 266)",0373162669,9,Harlequin,1988
Julie Kistler,"Best Wishes (Harlequin  American Romance, 329)",0373163290,11,Harlequin,1990
Julie M. Jensen,Adventuring With Books: A Booklist for Pre-K-Grade 6 (Ncte Bibliography),0814100791,12,National Council of Teachers of English,1993
Julie Mars,Astrology,0740727486,10,Andrews McMeel Publishing,2002
Julie Matthaei,"An Economic History of Women in America: Women's Work, the Sexual Division of Labor, and the Development of Capitalism",0805207449,8,Random House Inc,1983
Julie Miller,Always Faithful (An Angel's Touch),0505523744,12,Love Spell,2000
Julie Moffett,A Double-Edged Blade (Timeswept),0505523698,10,Love Spell,2000
Julie Moffett,A Touch of Fire,0843936339,13,Leisure Books,1994
Julie Moffett,Across a Moonswept Moor (Timeswept),0505524481,10,Dorchester Publishing Company,2001
Julie Poll,As the World Turns: The Complete Family Scrapbook,1881649911,13,General Publishing Group,1996
Julie S. Hasler,500 Alphabets in Cross Stitch,0715306103,9,F  W Pubns,1998
Julie Sadler,Aromatherapy (Family matters),0706369599,11,Distributed by Sterling Pub. Co,1991
Julie Sadler,Aromatherapy (Family matters),0706372271,8,Ward Lock Limited.,1994
Julie Schnittka,2000 Taste Of Home Annual Recipes,0898212650,11,"Reiman Publications, L.P.",1999
Julie Schnittka,2000 Taste of Home's Quick Cooking Annual Recipes,0898212820,9,"Reiman Publications, L.P.",2000
Julie Schnittka,A Taste of the Country,0898211441,12,"Reiman Publications, L.P.",1996
Julie Schumacher,An Explanation for Chaos,0380730502,12,Avon Books,1998
Julie Schumacher,An Explanation for Chaos,1569470707,13,Soho Press,1997
Julie Schumacher,Body Is Water,0380728400,12,Avon,1997
JULIE SHIGEKUNI,A Bridge Between Us,0385476787,11,Anchor Books/Doubleday,1995
JULIE SHIGEKUNI,A Bridge Between Us : A Novel,0385482272,10,Anchor,1996
Julie Smith,82 Desire (Skip Langdon Novels (Paperback)),0804116997,9,Ivy Books,1999
Julie Smith,82 Desire: A Skip Langdon Novel,0449000605,12,Fawcett Books,1998
Julie Tetel,And Heaven Too,0445210397,8,Warner Books,1990
Juliet Gellatley,Born to Be Wild: The Livewire Guide to Saving Animals,0704349698,11,Women's Press,2000
Juliette Benzoni,Belle Catherine,0380365251,9,Avon,1981
Juliette Clarke,An Illustrated Cook's Notebook (Illustrated Notebooks),1850152063,9,Exley Giftbooks,1997
Juliette Clarke,Bon Voyage: A Gift Book of Travel and Adventure Quotations (Mini Square Books),1850157944,10,Exley Giftbooks,1997
Juliette Leigh,A Touch of Magic (Zebra Regency Romance),0821760653,9,Zebra Books,1998
Julio CortÃ¡zar,Alguien que anda por ahÃ­ y otros relatos (Literatura Alfaguara),8420421014,12,Ediciones Alfaguara,1977
Julio Cortazar,62 Modelo Para Armar,9505112033,10,Aguilar,1995
Julio Cortazar,62: A Model Kit,0714525022,12,Marion Boyars Publishers Ltd,1976
Julio Cortazar,62: A Model Kit,0811214370,11,New Directions Publishing Corporation,2000
Julio Cortazar,All Fires the Fire,0394753585,12,Pantheon Books,1988
Julio Cortazar,Around the Day in Eighty Worlds,0865472033,13,Farrar Straus  Giroux,1986
Julio Cortazar,Bestiario - Bolsillo,8466302271,11,Suma de Letras,2001
Julio Cortazar,Blow-Up: And Other Stories,0394728815,9,Pantheon Books,1985
Julio Ortega,"Ayacucho, Goodbye: Moscow's Gold : Two Novellas on Peruvian Politics and Violence (Series Discoveries)",0935480668,8,Latin American Literary Review Press,1994
Julius Fast,Body Language,0671462679,11,Pocket,1982
Julius Fast,Body Language,0671673254,13,Pocket,1988
Julius Hackethal,Auf Messers Schneide: Kunst u. Fehler d. Chirurgen,3498028294,10,Rowohlt,1976
Julius Lester,And All Our Wounds Forgiven,1559702583,10,Arcade Publishing,1994
Julius Lester,And All Our Wounds Forgiven (Harvest Book),0156003309,9,Harvest Books,1996
Junaidi Payne,A Field Guide to the Mammals of Borneo,9679994716,10,World Wildlife Fund Malaysia,1985
June Arnold,Baby Houston,0877190631,10,Texas Monthly Pr,1987
June Bundy Csida,A complete guide to healthy pets,0890410151,11,Major Books,1975
June Calvin,A Lord for Olivia (Signet Regency Romance),0451206053,11,New American Library,2002
June Calvin,Abducting Amy (Signet Regency Romance),0451209222,12,Signet Book,2003
June Crebbin,A Cat for Keeps (Cambridge Reading),0521468671,12,Cambridge University Press,1996
June Doolittle,All Aboard the Whistle-Stop Train (Lionel Trains),0689828373,13,Little Simon,1999
June Easton,Angels,0785380566,11,New Seasons,2003
June Johnson,"A Treasure of Tips to Amuse a Child: Crafts, Hobbies and Creative Ideas for the Child from Six to Twelve",051706121X,12,Gramercy Books,1992
June Lines,30 Minutes Before Your Job Interview (30 Minutes Series),0749423684,10,Kogan Page,1997
June Lund Shiplett,"Boston Renegade (Harlequin Historical, No 139)",0373287399,9,Harlequin,1992
June Park,Bingo Queens of Paradise : A Novel,0060931280,8,Perennial,2000
June R. Brindel,Ariadne,0312049129,13,St Martins Pr,1981
June Rae Wood,A Share of Freedom,0399227679,12,Putnam Publishing Group,1994
June Rae Wood,A Share of Freedom,0786810858,9,Hyperion Books for Children,1996
June Singer,Boundaries of the Soul: The Practice of Jung's Psychology,0385475292,12,Anchor Books/Doubleday,1994
June Stepansky,A Different Voice,0884092119,8,A Different Voice Publishing Co.,2001
Junot Diaz,"Beacon Best of 2001 (Beacon Anthology, 2001)",0807062391,9,Beacon Press,2001
Jurek Becker,Aller Welt Freund. Roman.,3518376519,8,Suhrkamp,1985
Jurek Becker,Amanda herzlos.,3518387952,11,Suhrkamp,1994
Jurek Becker,Amanda herzlos: Roman,3518404741,9,Suhrkamp,1992
Just,American Ambassador,077104464X,8,McClelland  Stewart,1989
Justin Chin,Bite Hard,0916397475,10,Manic D Press,1997
Justin Dare,Avenging Angel,0451410629,8,Onyx Books,2002
Justin Denzel,Boy of the Painted Cave,039921559X,9,Philomel Books,1988
Justin Denzel,Boy of the Painted Cave,0698113772,12,Putnam Publishing Group,1996
Justin Isherwood,"Book of Plough: Essays on the Virtue of Farm, Family & the Rural Life",1883755077,13,Lost River Press (MN),1996
Justin Kaplan,Adventures of Huckleberry Finn (Everyman Paperback Classics),0460874659,9,Tuttle Publishing,1994
Justin Leiber,Beyond Rejection (del Rey Book),0345290542,13,Del Rey Books,1980
Justin Ray Thompson,Against the Odds Four True Life Stories About Courage (Winner's Circle Values in Action),1588650227,12,"Kidsbooks, Inc.",2002
Justin Scott,A Pride of Royals,052342101X,12,Pinnacle Books,1984
Justine Chase,A World Remembered,0899091539,12,Xs Books,1988
Justine Hardy,Bollywood Boy (John Murray Paperbacks),0719564859,9,"John Murray Publishers, Ltd.",2003
Justine Korman,101 Dalmatians,0307001164,9,Golden Books Publishing Company,1996
Justine Korman,A Bug's Life (Disney's Junior Novel),0786842520,9,Disney Pr,1998
Justine Korman,A Christmas Carol (My Big Beanstalk Books Series),1577190815,13,Inchworm Press,1996
Justine Korman,A Different Toon (Who Framed Roger Rabbit),0307117332,8,Golden Books,1988
Justine Korman,A Volar Con Dragones (Dragon Tales),0375815015,11,Random House Children's Books,2001
Justine Korman,"Anakin's Pit Droid (Step into Reading, Step 2, paper)",0375804315,9,Random House,2000
Justine Korman,Babe Pig in the City: Friends to the Rescue! (Babe: Pig in the City),067989456X,8,Random House Children's Books,1998
Justine Korman,"Babe: Pig in the City (Babe Movie Tie-in , No 2)",0679891560,12,Random House Children's Books,1998
Justine Korman,Bialosky and the Big Parade Mystery (Big Little Golden Books),0307682625,8,Goldencraft,1986
Justine Korman,Big Bird's New Nest (Sesame Street Good-Night Stories),0307295044,9,Golden Book,1997
Justus Pfaue,Anna Ballerina. ( Ab 12 J.).,3570204693,11,"Bertelsmann, MÃ?Â¼nchen",1998
"Jwing-Ming, Dr. Yang",Back Pain: Chinese Qigong for Healing & Prevention,1886969515,8,YMAA Publication Center,1997
Jy Chiperzak,And So It Began,1552123650,10,Not Avail,2000
Jyotsna Sreenivasan,Aruna's Journeys,0961940174,10,Smooth Stone Press,1997
K VONNEGUT,BAGOMBO SNUFF BOX A FMT (EXPORT),0099287692,10,Vintage/Ebury (A Division of Random House Group),2000
K. A. Applegate,"Back to Before (Animorphs, Megamorphs, 4)",0439173078,11,Scholastic,2000
K. A. Applegate,"Brave the Betrayal (Everworld, 8)",0590878549,13,Scholastic,2000
K. A. Applegate,"Breakdown (Remnants, 6)",0590881957,13,Scholastic,2002
K. A. Kottka,All I Thought Was True,1882897315,9,Lost Coast Press,1999
K. C. Constantine,Always a Body to Trade,1567921914,10,David R. Godine Publisher,2002
K. C. Constantine,Blood Mud (Mario Balzic Novel),0446676403,9,Mysterious Press,2000
K. C. Constantine,Blood Mud (Thorndike Large Print Mystery Series),0786220317,11,Thorndike Press,1999
K. C. Constantine,Bottom Liner Blues (Rocksburg Novels),0446403725,10,Warner Books,1994
K. C. Tessendorf,ALONG THE ROAD TO SOWETO: A RACIAL HISTORY OF SOUTH AFRICA,0689314019,9,Atheneum,1989
K. Cannon,Black Womanist Ethics (American Academy of Religion Academy Series ; No. 60),155540216X,10,Scholars Press,1988
K. D. Wentworth,Black on Black,0671577883,12,Baen Books,1999
K. Emily Hutta,"Blue's Clue's: Blue Makes Breakfast (Blue's Clue's Discovery Series, 4)",1579730701,12,"Advance Publishers, L.C.",2000
K. Emily Hutta,"Blue's Windy Day (Blue's Clues Discovery Series, Book 9)",157973068X,12,Bumpy Slide Books,2000
K. J. A. Wishnia,23 Shades of Black (Filomena Buscarsela Mysteries (Paperback)),0451197488,9,Signet Book,1998
K. J. A. Wishnia,Blood Lake: A Filomena Buscarsela Mystery,0312281862,9,St. Martin's Minotaur,2002
K. K. Beck,A Hopeless Case,0446401447,9,Mysterious Press,1993
K. K. Beck,Amateur Night,0446401455,10,Warner Books,1994
K. K. Beck,Bad Neighbors (G K Hall Large Print Book Series (Cloth)),0783820089,10,Thorndike Pr,1997
K. M. Kostyal,Art of the State: Virginia (Art of the State),0810955628,11,Harry N Abrams,1999
K. M. Peyton,A Midsummer Night's Death,0399207686,9,Putnam Pub Group Juv,1979
K. M. Peyton,Blind Beauty,0525466525,8,Dutton Books,2001
K. Okakura,Book of Tea,0486200701,8,Dover Publications,1966
K. S. Rodriguez,Backstreet Boys,0061070750,11,HarperEntertainment,1997
K.A. Applegate,Animorphs: Change (Animorphs (Paperback Numbered)),0613044967,10,Sagebrush Bound,1999
K.K. Beck,Amateur Night/a Jane Da Silva Mystery,0892964804,11,Warner Books Inc,1993
K.M. Kostyal,Animals at Play (Books for Young Explorers),0870447394,11,National Geographic Society,1994
K.T. Smith,"Beverly Hills 90210: Fantasies (Beverly Hills, 90210, No 5)",006106727X,11,Harpercollins Childrens Books,1992
K.W. Jeter,"Bloodletter (Star Trek Deep Space Nine, No 3)",0671872753,11,Star Trek,1993
Kaare Christian,Borland C++ Techniques and Utilities/Book and Disk,1562760548,10,Macmillan Computer Pub,1993
Kahn,1001 Ways to Reveal Your Personality,0451140281,9,New Amer Library,1992
Kai Hermann,Assault at Mogadishu,0552107743,12,Corgi,1977
Kakuko Shoji,Basic Connections: Making Your Japanese Flow,4770028601,13,Kodansha International (JPN),2002
Kakuzo Okakura,Book of Tea,0870119419,13,Kodansha America,1990
Kanji Text Research Group,250 Essential Kanji for Everyday Use (Tuttle Language Library),0804819114,9,Charles E. Tuttle Co.,1993
Kaori Yuki,Angel Sanctuary (Angel Sanctuary),1591162459,12,Viz Communications,2004
Kaori Yuki,Angel Sanctuary (Angel Sanctuary),1591163927,12,VIZ LLC,2004
Kaori Yuki,Angel Sanctuary : The Crying Game (Angel Sanctuary),1591163129,11,VIZ LLC,2004
Kaori Yuki,"Angel Sanctuary, Bd.4",3551751846,12,Carlsen,2001
Kara Dalkey,"Ascension (Water Trilogy, Book 1)",0064408086,11,Avon,2002
Kara Dalkey,"Bhagavati (Blood of the Goddess/Kara Dalkey, 3)",031286003X,10,St Martins Pr,1998
Kara Dalkey,"Bijapur (Blood of the Goddess, No 2)",0812549430,8,Tor Books (Mm),1998
Kara Douglass Thom,Becoming an Ironman : First Encounters with the Ultimate Endurance Event,1891369318,9,Consortium,2002
Kara Lennox,"Baby By The Book (American Baby) (Harlequin American Romance, No. 893)",0373168934,13,Harlequin,2001
Kara Lennox,"Bounty Hunter Ransom (Harlequin Intrigue, No. 756)",0373227566,10,Harlequin,2004
Kara Swisher,AOL.com,0812931912,8,Three Rivers Press,1999
Kara Swisher,"aol.com: How Steve Case Beat Bill Gates, Nailed the Netheads, and Made Millions in the War for the Web",0812928962,11,Crown Business,1998
Karel Schoeman,Another country,1856190498,8,"Sinclair-Stevenson, Limited",1992
Karel van Loon,A Father's Affair,1841952893,12,Canongate International,2002
Karen A. Bale,Apache's Angel (Zebra Historical Romance),082173900X,8,Kensington Pub Corp (Mm),1992
Karen Alexander,A Gift from Daniel,0399522441,10,Perigee Books,1996
Karen Anders,"Bare Facts (Blaze, 22)",0373790260,9,Harlequin,2002
Karen Andes,"A Woman's Book of Balance: Finding Your Physical, Spiritual, and Emotional Center With Yaga, Strenth Training, and Dance",039952567X,12,Perigee Books,1999
Karen Andes,A Woman's Book of Power : Using Dance to Cultivate Energy,0399523723,9,Perigee Books,1998
Karen Andreola,A Charlotte Mason Companion: Personal Reflections on the Gentle Art of Learning,1889209023,13,Charlotte Mason Research  Supply,1998
Karen Ann Wilson,Beware Sleeping Dogs,0425153371,12,Berkley Pub Group,1996
Karen Armstrong,"A History of God: The 4,000-Year Quest of Judaism, Christianity and Islam",0345384563,11,Ballantine Books,1994
Karen Armstrong,"A History of God: The 4000 Year Quest of Judaism, Christianity and Islam",0679426000,11,Random House Inc,1993
Karen Bale,Apache's Desire (Heartfire Romance),0821741209,12,Kensington Publishing Corporation,1993
Karen Ball,A Test of Faith,1590522656,10,Multnomah,2004
Karen Barber,Afterglow: More Stories of Lesbian Desire,1555833152,10,Alyson Publications,1993
Karen Berger,"A Woman's Decision: Breast Care, Treatment and Reconstruction",094221904X,11,Quality Medical Publishing,1994
Karen Brackett,Beautiful Junk,0822406268,11,Fearon Teacher AIDS,1990
Karen Brookfield,Book (Eyewitness Books),0679840125,10,Alfred A. Knopf,1993
Karen Brooks,Atomic Cocktails: Mixed Drinks for Modern Times,0811819264,11,Chronicle Books,1998
Karen Brown,A Hard Dry Road,0786253371,11,Five Star (ME),2003
Karen Dawes,Beach Book and Beach Bucket: Saltwater Edition/Book With Bucket (Hand in Hand with Nature),0894805908,10,Workman Publishing,1988
Karen E. Taylor,Bitter Blood (The Vampire Legacy),0821747223,13,Zebra Books,1994
Karen E. Taylor,Blood of My Blood (Vampire Legacy),078601153X,10,Pinnacle Books,2000
Karen E. Taylor,Blood Secrets,0786012439,13,Pinnacle Books,2000
Karen E. Taylor,Blood Ties,0786012412,9,Pinnacle Books,1995
Karen E. Taylor,Blood Ties: The Vampire Legacy,082175114X,10,Zebra Books,1995
Karen Finley,A Different Kind of Intimacy: The Collected Writings of Karen Finley,1560252936,12,Thunder's Mouth Press,2000
Karen Foulk,101 Fun Things to Do on the Texas Coast,0965246426,13,Into Fun Company Publications,1998
Karen Foulk,147 Fun Things to do in Houston (5th Edition),0971473633,10,Into Fun Company Publications,2002
Karen Fox,A Touch of Charm (Three Grace),0821774557,9,Zebra Books,2003
Karen Goldman,ANGEL BOOK : A HANDBOOK FOR ASPIRING ANGELS,0671796992,8,Simon  Schuster,1993
