Book-Author,Book-Title,ISBN,Price,Publisher,Year-Of-Publication
Hilary Mantel,An Experiment in Love,080505202X,9,Owl Books (NY),1997
Hilary Milton,Blind Flight,0590321145,11,Scholastic,1982
Hilary Wainwright,Arguments for a New Left: Answering the Free-Market Right,0631191917,8,Blackwell Publishers,1994
Hilda I. Rostron,Baby Jesus,0721400590,9,Ladybird Books Ltd,1987
Hilda Lawrence,Blood upon the Snow,0140069712,11,Viking Press,1984
Hildegarde Dolson,A dying fall;: A mystery novel,0397009550,11,Lippincott,1973
Hillary Frank,Better Than Running at Night,0618250735,11,Houghton Mifflin,2002
Hilory Wagner,And Baby Makes Four : Welcoming a Second Child into the Family,0380795051,10,Perennial Currents,1998
Hiltrud SchrÃ¶der,Auf eigenen FÃ¼ssen,3455111734,9,Hoffmann und Campe,1996
Hiram Bingham,"And Babies Make Ten (New Arrivals) (Harlequin American Romance, 784)",0373167849,8,Harlequin,1999
Hiroaki Samura,Blade of the Immortal: Cry of the Worm,1569713006,10,Dark Horse Comics,1998
Hiroaki Samura,Blade of the Immortal: Dreamsong,156971357X,11,Dark Horse Comics,1999
Hiroaki Samura,Blade of the Immortal: Heart of Darkness,1569715319,13,Dark Horse Comics,2001
Hiroaki Samura,"Blood of a Thousand (Blade of the Immortal, Book 1)",1569712395,9,Dark Horse Comics,1997
Hitchcock,Alfred Hitchcock's Spellbinders in Suspense (Alfred Hitchcock's Story Collection for Young Readers),0394849000,10,Random House Children's Books,1982
Hobart B Pillsbury,"Armed Forces guide to personal financial planning: Strategies for managing your budget, savings, insurance, taxes, and investments",081172123X,11,Stackpole Books,1987
Hobsbawm,Age of Extremes,0349106711,10,Little Brown and Company,1995
Hoffmann,Bergwerke Zu Falun,3150089913,13,"Philipp Reclam, Jun Verlag GmbH",1998
Holbrook Jackson,Book About Books,0517368358,12,Random House Value Publishing,1988
Holleb,American Cancer Society Textbook of Clinical Oncology,0944235077,10,Amer Cancer Society,1991
Holley Rubinsky,At First I Hope for Rescue,0312180438,11,Picador USA,1998
Holley Rubinsky,At First I Hope for Rescue: Stories,0312199678,12,Picador USA,1999
Hollis Gillespie,Bleachy-Haired Honky Bitch : Tales from a Bad Neighborhood,006056198X,11,Regan Books,2004
Holly Fuhrmann,"Baby, It's You (Precious Gem Romance, 241)",0821765442,11,Zebra Books,2000
Holly George-Warren,Brad Pitt,0316893609,11,Little Brown  Co,1997
Holly Harrison,"Altered Books, Collaborative Journals, and Other Adventures in Bookmaking",1564969959,11,Rockport Publishers,2003
Holly Hill,Actors' Lives: On and Off the American Stage : Interviews,1559360623,11,Theatre Communications Group,1993
Holly Hughes,Best Food Writing 2001,1569245770,12,Marlowe  Company,2001
Holly Hughes,Best Food Writing 2003,1569244405,12,Marlowe  Company,2003
Holly Jacobs,A Day Late and a Bride Short,0373196539,13,Silhouette,2003
Holly Jacobs,Be My Baby (Silhouette Romance),0373197330,10,Silhouette,2004
Holly Kowitt,"99 1/2 Animal Jokes, Riddles, & Nonsense",0590937774,10,Scholastic,1996
Holly Kowitt,"99 1/2 Creepy Crawly Jokes, Ribbles & Nonsense",0590939939,9,Scholastic,1997
Holly Kowitt,"99 1/2 Gross Jokes, Riddles, & Nonsense",0590939912,10,Scholastic School Market Edition,1997
Holly Kowitt,"99 1/2 School Jokes, Riddles, & Nonsense",0590937758,12,Scholastic,1996
Holly Kowitt,"99 1/2 Spooky Jokes, Riddles, & Nonsense",0590937766,8,Scholastic,1996
Holly Kowitt,99 1/2 Summer Jokes with Attitude,0590215612,13,Scholastic,1997
Holly Kowitt,"991/2 Food Jokes, Riddles, & Nonsense",0590939920,12,Scholastic,1997
Holly Lisle,BONES OF THE PAST,0671721607,12,Baen,1993
Holly Morris,A Different Angle: Fly Fishing Stories by Women,0425161870,9,Berkley Publishing Group,1998
Holly Schmidt,"336 Ten-Minute Quilt Blocks: To Foundation-Piece, Quick-Piece, Nosew Applique, Stamp, Stencil, Paint & Embellish",0806917792,8,Sterling Publishing,1999
Holly Thompson,Ash,1880656655,8,Stone Bridge Press,2001
Holly Webb,Becky's Terrible Term (Triplets S.),0439973384,9,Scholastic Ltd,2004
Holt,A Book of Short Stories 1 (Perspectives in literature),0030384427,11,Harcourt School,1991
Home Planners Inc,"200 Small House Plans: Selected Designs Under 2,500 Square Feet (Blue Ribbon Designer Series)",1881955346,12,Home Planners,1997
Homer Hickam,Back to the Moon: A Novel,0385334222,9,Bantam Dell Pub Group,1999
Homer Hickam,Back to the Moon: A Novel,0440235383,12,Island,2000
Honey Bear Books,A Christmas Carol (Fun-to-Read Fairy Tales),1561441619,12,Modern Publishing,1995
Honor Books,Be My Valentine: Celebrating the Gift of Love,1562920030,9,Chariot Victor Pub,2003
Honor Books,Breakfast With God (Quiet Moments With God),1562920308,13,Honor Books (OK),1996
Honor Head,101 Questions Your Cat Would Ask: What's Bothering Your Cat and How to Solve Its Problems,0764108875,10,Barrons Educational Series Inc,1999
Hope Egan,"Barnes and Noble Basics Retiring : An Easy, Smart Guide to an Enjoyable Retirement (Barnes & Noble Basics)",0760740194,12,Silver Lining,2003
Hope Price,Angels : True Stories of How They Touch Our Lives,038072331X,11,Avon,1994
Hope Tarr,A Rogue's Pleasure,0515129518,11,Jove Books,2000
HORNGREN,Accounting Volume 1 Phc,0137904290,8,Pearson Higher Education,1999
Horst Coblenzer,Atem und Stimme. Anleitung zum guten Sprechen.,3215020408,9,Ã?Â¶bvhpt,2002
Horst Rechelbacher,Aveda Rituals : A Daily Guide to Natural Health and Beauty,0805058001,11,Owl Publishing Company,1999
Horst Teltschik,329 Tage: Innenansichten der Einigung,3886804240,10,Siedler,1991
Horton Foote,Beginnings: A Memoir,0743211154,9,Scribner,2001
Houghton Mifflin Company,Bells/Student Textbook/Level B,0395436761,13,Houghton Mifflin Company,1989
Houghton Mifflin Company Staff,And Now Miguel (The Literature Experience 1991 Series),0395551722,12,Houghton Mifflin Company,1990
Howard,100% Hero (Spotlight),0373049498,11,Harlequin Mills  Boon Ltd,2003
Howard A. Olgin,Autopsy,0770107672,9,Paperjacks,1988
Howard Balzar,Baseball Superstars,0943409004,9,Not Avail,1987
Howard Engel,A City Called July,0140104542,10,Penguin USA,1988
Howard Engel,A Victim Must Be Found,0140112057,10,Penguin Books Ltd,1990
Howard Fast,An Independent Woman,0151002711,9,Harcourt,1997
Howard Fast,An Independent Woman,0515124281,11,Jove Books,1999
Howard Fast,April Morning,0553256815,10,Bantam Books,1983
Howard Fast,April Morning,0553273221,9,Bantam,1983
Howard Frank Mosher,A Stranger in the Kingdom,0385244002,10,Bantam Dell Pub Group,1989
Howard Frank Mosher,A Stranger in the Kingdom: A Novel,0618240101,11,Mariner Books,2002
Howard G. Hendricks,As Iron Sharpens Iron: Building Character in a Mentoring Relationship,080245626X,11,Moody Pr,1995
"Howard Gold,Mike Chaykin","American Flagg, No 10: Hard Times",0915419025,8,First Comics,1988
Howard Greenfeld,After the Holocaust,0688177522,10,Greenwillow,2001
Howard Greenfeld,Books: From Writer to Reader,0517568403,10,Alfred A. Knopf,1988
Howard Gruetzner,Alzheimer's: A Caregiver's Guide and Sourcebook,0471568848,11,John Wiley  Sons,1992
Howard Hendrix,A Journey to the Center of the Earth (Classics Illustrated),1578400341,8,Acclaim Books,1997
Howard Hirschhorn,All about rabbits,0876662149,12,T.F.H. Publications,1974
Howard Jones,A New Kind of War: America's Global Strategy and the Truman Doctrine in Greece,0195113853,11,Oxford University Press,1997
Howard Klein,A Box of Thoughts on Spirituality (Box of Thoughts),0811823679,11,Chronicle Books,1999
Howard Loxton,"99 Lives: Cats in History, Legend and Literature",0811821617,9,Chronicle Books Llc,1998
Howard M. Taylor,An Introduction to Stochastic Modeling,0126848807,9,Academic Pr,1984
Howard Mohr,A Minnesota Book of Days (And a Few Nights),0140118330,13,Penguin USA,1989
Howard Owen,Answers to Lucky,0060173122,9,HarperCollins Publishers,1996
Howard Philips Lovecraft,At Mountains of Madness,034530232x,11,Del Rey Books,1982
Howard Phillips Lovecraft,Azathoth. Vermischte Schriften.,351838127X,8,Suhrkamp,1989
Howard Reid,"Arthur, the Dragon King: The Barbarian Roots of Britain's Greatest Legend",0747275580,9,Headline,2001
Howard Richler,A Bawdy Language,0773761969,8,Stoddart,2001
Howard Scott,Bee Lessons,1570875243,8,Professional Press,2000
Howard Spring,All the Day Long,1842323245,8,House of Stratus,2000
Howard Teichmann,"Alice, the life and times of Alice Roosevelt Longworth",0130222100,9,Prentice-Hall,1979
Howard Zinn,A People's History of the United States,0060907924,8,Harpercollins,1980
Howard Zinn,A People's History of the United States : 1492-Present (Perennial Classics),0060528370,11,Perennial Classics,2003
Howard Zinn,A People's History of the United States : Highlights from the Twentieth Century,0694522031,8,Harperaudio,1999
Howard Zinn,"A People's History of the United States, Teaching Edition",1565843797,13,New Press,1997
Howard Zinn,A People's History of the United States: 1492 to Present,0060937319,9,Perennial,2001
Howard Zinn,A People's History of the United States: 1492-Present,0060926430,13,Perennial,1995
Howell D. Chickering,Beowulf: A Dual-Language Edition,0385062133,11,Anchor,1977
Hozy Rossi,Appointment with Il Duce,1566492017,10,Welcome Rain,2001
HsÃ¼eh-chÂ°in TsÂ°ao,A dream in red mansions: Saga of a noble chinese family (a simplified English version),7560007767,10,Wai yÃ¼ chiao hsÃ¼eh yÃ¼ yen chiu chÂ°u pan she,1991
Hsu Hui-Chih,Book of Reincarnation (Green Integer),1931243328,13,Green Integer,2002
Hua Ching Ni,Ageless Counsel for Modern Life: Profound Commentaries on the I Ching by an Achieved Taoist Master,0937064505,11,Shrine of the Eternal Breath of Tao,1992
Hua-Ching Ni,"8,000 Years of Wisdom (Book I)",0937064076,13,Seven Star Communications,1983
Hua-Ching Ni,"8,000 Years of Wisdom (Book II)",0937064084,10,Seven Star Communications,1983
Hua-Ching Ni,Attaining Unlimited Life: Teachings of Chuang Tzu,0937064238,13,Shrine of the Eternal Breath of Tao,1989
Hua-Ching Ni,Attune Your Body With Dao-In,0937064726,12,Seven Star Communications,1989
Hubert Ben Kemoun,Blues en noir,2081610973,12,PÃ?Â¨re Castor Flammarion,2001
Hubert J. Davis,"A Folk Weather Calendar (What Will the Weather Be, 1)",093601511X,9,Pocahontas Pr,1988
Hudson Talbott,Amazon Diary: The Jungle Adventures of Alex Winter,0399229167,9,Putnam Publishing Group,1996
Huey Perry,BLAZE STARR: MY LIFE AS TOLD BY HUEY PERRY,0671696653,10,Pocket,1989
Hugh Barty-King,Baltic Exchange: From Baltick Coffee House to Baltic Exchange,1870948912,10,Quiller Press Ltd,1994
Hugh Brewster,882 1/2 Amazing Answers to Questions About the Titanic,0590187309,10,Scholastic,1998
Hugh Brewster,882 1/2 Amazing Answers to Your Questions About the Titanic,0439042968,11,Scholastic,1999
Hugh C. McDonald,Appointment in Dallas: The Final Solution to the Assassination of JFK,0821738933,9,Zebra Books,1992
Hugh Gregory,A Century of Pop: A Hundred Years of Music That Changed the World,1556523386,8,Chicago Review Press,1998
Hugh Hood,A Short Walk in the Rain: The Collected Stories,0889841365,13,Porcupine's Quill,1989
Hugh Hood,Be Sure to Close Your Eyes: A Novel (The New Age),0887841651,12,Anansi,1993
Hugh Lamb,A Bottomless Grave and Other Victorian Tales of Horror (Dover Thrift Editions),0486415902,10,Dover Publications,2001
Hugh MacLean,"Ben Jonson and the Cavalier Poets; Authoritative Texts, Criticism (A Norton Critical Edition)",0393093085,10,W. W. Norton  Company,1975
Hugh Maclennan,Barometer Rising (New Canadian Library),0771091087,9,Mcclelland Stewart Inc,1969
Hugh Maclennan,Barometer Rising (New Canadian Library),0771099916,9,New Canadian Library,1989
Hugh McManners,Backpacker's Handbook,1564588521,9,Dorling Kindersley Publishing,1995
Hugh Miller,An Echo of Justice,0312063431,13,St Martins Pr,1991
Hugh Miller,Ballykissangel: A Sense of Place: A Sense of Place,0912333634,13,Pub Group West,1999
Hugh Miller,Ballykissangel: The New Arrival,0912333626,11,Pub Group West,1998
Hugh O'Neill,A Man Called Daddy : A Celebration of Fatherhood,1558533931,12,Rutledge Hill Press,1996
Hugh Pentecost,Beware Young Lovers,0373260571,12,Worldwide Library,1990
Hugh Prather,365 Thoughts : A Daily Guide to Uplift and Inspire (Perpetual Calendar),0967806119,10,R. Brent  Company,2000
Hugh Prather,A Book for Couples,0385187858,10,Main Street Books,1988
Hugh Prather,A Book for Couples,1567314252,12,MJF Books,2001
Hugh Schonfield,After the Cross,0498025497,9,A. S. Barnes,1991
Hugh Scott Novins,Aliens on the Internet,1414050666,11,Authorhouse,2004
Hugh Scully,Art Detective,0720719933,10,Pelham,1993
Hugh Vernon-Jackson,African Folk Tales (Dover Children's Thrift Classics),0486405532,9,Dover Publications,1999
Hugh Westrup,Animals (Know-It-All),0439204100,10,Scholastic Inc.,2000
Hugh Westrup,Bite size science: 150 facts you won't believe!,0590136178,9,Scholastic,1997
Hugh. Prather,A Book of Games: A Course in Spiritual Play (Dolphin Book),0385147791,12,Main Street Books,1991
Hugin the Bard,A Bard's Book of Pagan Songs: Stories and Music from the Celtic World,1567186033,13,Llewellyn Pubns,1996
Hugo Claus,Belladonna: ScÃ¨nes uit het leven in de provincie : roman,9023461789,9,Bezige Bij,1994
Hugo Vickers,Alice: Princess Andrew of Greece,0312288867,11,St. Martin's Press,2002
Hulton Getty,Boys' Toys: Bikes (Boys' Toys),1570716021,9,Sourcebooks,2000
Hume Cronyn,A Terrible Liar: A Memoir,0688100805,12,Harpercollins,1991
Hunt,"A Basket of Roses (Cassie Perkins, 3)",0842304630,10,Tyndale House Pub,1991
Hunter Davies,A Walk Along the Tracks,0752849735,10,Orion,2003
Hunter Davies,A Walk Around the West Indies,0752842927,11,Trafalgar Square,2001
Hunter Davies,Beatrix Potter's Lakeland,0723235201,13,Penguin USA,1989
Hunter Davies,Book of British lists,0600202674,12,Hamlyn,1980
Hunter S. Thompson,Angst und Schrecken in Las Vegas.,3442443202,12,Goldmann,1998
Hunter S. Thompson,Better Than Sex,0517171627,10,Random House Value Pub,1996
Hunter S. Thompson,Better Than Sex,0552996386,10,Trafalgar Square,2000
Hunter S. Thompson,"Better Than Sex: Confessions of a Political Junkie (Gonzo Papers, Vol 4)",0345396359,12,Ballantine Books,1995
Hunter S. Thompson,"Better Than Sex: Confessions of a Political Junkie (Gonzo Papers, Vol 4)",0679424474,8,Random House Inc,1994
Huntington Williams,Beyond Control: ABC and the Fate of the Networks,068911818X,12,Simon  Schuster,1989
Huw Davies,Another Weird Year : Bizarre News Stories from Around the World,0740738267,12,Andrews McMeel Publishing,2003
Huw Davies,"Ben & Liz & Toni & Ross (Harlequin Temptation, No 438)",0373254385,10,Harlequin,1991
Huysmans,A Rebours,207036898X,8,Gallimard,1973
Hy Conrad,Almost Perfect Crimes: Mini-Mysteries For You To Solve,0806938072,9,Sterling Publishing,1995
Hy Conrad,Almost Perfect Murders: Mini-Mysteries For You To Solve,0806995130,10,Sterling Publishing,1997
Hy Hammer,"Arco Case Worker (Arco Case Worker: Social Investigator, Eligibility Specialist)",0671847139,9,Petersons,1995
Hyrum W. Smith,10 Natural Laws of Successful Time and Life Management,0446670642,11,Warner Books,1995
I. A. Ibrahim,A Brief Illustrated Guide To Understanding Islam,9960340112,11,Dar Us Salam Pubns,1999
I. Compton-Burnett,A God and His Gifts (King Penguin S.),0140061258,12,Penguin Books Ltd,1983
I. Dart,Beaches,1558002855,9,Audio Literature,1990
I. David Welch,A year of writing activities,0590300636,10,Scholastic Book Services,1979
I. M. Peeved,"1,401 More Things That P*Ss Me Off",0399518231,8,Perigee Books,1993
I. M. Richardson,"Black Beauty and the Runaway Horse (Anna Sewell's the Adventures of Black Beauty, 2)",0893758132,9,Troll Communications Llc,1983
I. M. Richardson,"Black Beauty Finds a Home (Anna Sewell's the Adventures of Black Beauty, 4)",0893758175,10,Troll Communications Llc,1983
I. M. Richardson,"Black Beauty Grows Up (Anna Sewell's the Adventures of Black Beauty, 1)",0893758116,9,Troll Communications,1983
I. McTaugue,"A32 Jams, Jellies & Preserves",0882662066,11,Storey Books,1997
I. Ralph Hyatt,Before you marry ... again,0394412478,11,Random House,1977
I. Riley Helmstetter,And the Coyotes Howled: Family Adventures in Pleasant Valley,1885221622,11,Bookpartners,1997
I.M. Peeved,"1,401 Even More Things That P*Ss Me Off",0399521232,9,Perigee Books,1994
IÃ±aki Zabaleta,110. street-eko geltokia (Literatura beltza),8475296432,12,Elkar,1988
Iain Banks,A SONG OF STONE : A NOVEL,0684853531,8,Simon  Schuster,1998
Iain Banks,A SONG OF STONE: A Novel,0684855364,13,Simon  Schuster,1999
Iain Levison,"A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit, Nine That Fired Me, and Three I Can't Remember",0812967941,13,Random House Trade,2003
Iain Levison,A Working Stiff's Manifesto: Confessions of a Wage Slave,1569472807,9,Soho Press,2002
Iain M. Banks,Against a Dark Background,0553292250,12,Spectra Books,1993
Iain McDowall,A Study in Death,0312278683,12,Thomas Dunne Books,2001
Iain Pears,An Instance at the Fingerpost,0224048376,9,Jonathan Cape,1997
Iain Pears,An Instance of the Fingerpost,0425167720,11,Berkley Publishing Group,1999
Iain Pears,An Instance of the Fingerpost,1559274913,11,Audio Renaissance,1998
Iain Pears,An Instance of the Fingerpost,1573220825,11,Putnam Pub Group,1998
Iain Pears,An Instance of the Fingerpost,1573227951,10,Riverhead Books,2000
Ian Adair,100 Magic Tricks,155521729X,12,Book Sales,1991
Ian Adams,Bad faith,0920053122,9,NC Press,1983
Ian Botham,Botham's Century: My 100 Great Cricketing Characters,0002189569,9,Harpercollins Uk,2001
Ian Boyd,3-D Outrageous Reptiles,0816741425,11,Troll Communications,1996
Ian Boyd,Animal Bites: Sharks,0816769745,10,Troll,2000
Ian Buruma,Anglomania: A European Love Affair,0375705368,11,Vintage Books USA,2000
Ian Buruma,"Behind the mask: On sexual demons, sacred mothers, transvestites, gangsters, and other Japanese cultural heroes",0452007380,10,New American Library,1985
